,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
15571,Niko Puchi Girls Runway,3DS,2019.0,Misc,Happinet,0.0,0.0,0.02,0.0,0.02,,,,,
15572,XGRA: Extreme G Racing Association,X,2007.0,Racing,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,66.0,15.0,6.8,5.0,T
15573,Uta no * Prince-Sama,PSP,2014.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,
15574,CV Casting Voice,PS3,2018.0,Adventure,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15575,Otoko Yukaku,PSV,2019.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15576,Elminage Gothic: Ulm Zakir to Yami no Gishiki,PSP,2016.0,Role-Playing,Starfish,0.0,0.0,0.02,0.0,0.02,,,,,
15577,Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,PSP,2010.0,Misc,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15578,Gakuen K: Wonderful School Days,PSP,2018.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15579,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2015.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15580,Mushishi: Amefuru Sato,DS,2012.0,Simulation,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15581,Airport Simulator,PC,2015.0,Simulation,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,
15582,Arcana Famiglia: Vascello Phantasma no Majutsushi,PSP,2016.0,Action,Comfort,0.0,0.0,0.02,0.0,0.02,,,,,
15583,The Legend of Heroes: Trails in the Sky Second Chapter,PS3,2017.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,
15584,Motocross Mania 3,X,2009.0,Racing,Take-Two Interactive,0.01,0.0,0.0,0.0,0.02,38.0,9.0,3.6,7.0,T
15585,Winning Post 7: Maximum 2007,PS2,2011.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15586,ESPN MLS ExtraTime 2002,GC,2006.0,Sports,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,68.0,6.0,,,E
15587,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2014.0,Action,Russel,0.0,0.0,0.02,0.0,0.02,,,,,
15588,Vitamin R,PSP,2017.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15589,Fist of the North Star: Kens Rage 2,WiiU,2017.0,Fighting,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,40.0,4.0,5.8,18.0,M
15590,Hellgate: London,PC,2011.0,Role-Playing,Electronic Arts,0.0,0.02,0.0,0.0,0.02,70.0,40.0,6.3,375.0,M
15591,Storm Lover 2nd V,PSV,2020.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15592,Tenkai Knights: Brave Battle,3DS,2018.0,Action,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,26.0,10.0,2.4,22.0,E10+
15593,Dragon Ball Z: Buus Fury / Dragon Ball GT: Transformation,GBA,2010.0,Action,Atari,0.01,0.01,0.0,0.0,0.02,,,,,
15594,Guitar Freaks V2 & DrumMania V2,PS2,2010.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15595,Puzzle City,DS,2013.0,Puzzle,Destineer,0.02,0.0,0.0,0.0,0.02,,,,,E
15596,Backyard Baseball 09,PS2,2012.0,Sports,Atari,0.01,0.01,0.0,0.0,0.02,,,,,E
15597,Dance! Its Your Stage,PS3,2015.0,Misc,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,,,,,
15598,TOCA Race Driver 3,PC,2010.0,Racing,Codemasters,0.0,0.02,0.0,0.0,0.02,84.0,16.0,7.8,54.0,E10+
15599,The Sims 2: Happy Holiday Stuff,PC,2010.0,Simulation,Electronic Arts,0.01,0.01,0.0,0.0,0.02,,,,,T
15600,Broken Sword 5: The Serpents Curse,XOne,2019.0,Adventure,Revolution Software,0.0,0.02,0.0,0.0,0.02,77.0,12.0,7.2,11.0,T
15601,Cartoon Network Battle Crashers,PS4,2020.0,Action,FuRyu Corporation,0.02,0.0,0.0,0.0,0.02,21.0,4.0,1.3,9.0,E10+
15602,Pastel Chime Continue,PSP,2014.0,Adventure,5p,0.0,0.0,0.02,0.0,0.02,,,,,
15603,Zwei!!,PSP,2012.0,Role-Playing,Falcom Corporation,0.0,0.0,0.02,0.0,0.02,,,,,
15604,Super Dungeon Bros,PS4,2020.0,Action,Nordic Games,0.02,0.0,0.0,0.0,0.02,43.0,10.0,2.3,7.0,E10+
15605,Ro-Kyu-Bu! Lost Secret,PSP,2017.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,
15606,Pump It Up: Exceed,X,2009.0,Misc,Mastiff,0.01,0.0,0.0,0.0,0.02,74.0,9.0,7.5,4.0,T
15607,Malice,PS2,2008.0,Platform,Evolved Games,0.01,0.01,0.0,0.0,0.02,51.0,11.0,,,T
15608,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,PS3,2020.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15609,Littlest Pet Shop,PC,2012.0,Simulation,Electronic Arts,0.0,0.02,0.0,0.0,0.02,,,,,E
15610,Defendin De Penguin,DS,2012.0,Strategy,Zushi Games,0.02,0.0,0.0,0.0,0.02,,,,,
15611,Sega Ages 2500 Series Vol. 32: Phantasy Star Complete Collection,PS2,2012.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15612,Kokoro Connect: Yochi Random,PSP,2016.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15613,Just Sing,PS4,2020.0,Misc,Ubisoft,0.02,0.0,0.0,0.0,0.02,60.0,5.0,7.0,7.0,E10+
15614,X-Plane 10 Global,PC,2017.0,Simulation,Aerosoft,0.0,0.02,0.0,0.0,0.02,,,,,
15615,Warship Gunner 2 Portable,PSP,2013.0,Simulation,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15616,Downtown Nekketsu Jidaigek,3DS,2019.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,
15617,B-17: Fortress in the Sky,DS,2011.0,Simulation,DSI Games,0.02,0.0,0.0,0.0,0.02,38.0,4.0,,,E10+
15618,Battle Princess of Arcadias,PS3,2017.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,69.0,22.0,7.9,25.0,T
15619,Spanish for Everyone!,DS,2011.0,Puzzle,Activision,0.02,0.0,0.0,0.0,0.02,,,,,
15620,Runaway: A Twist of Fate,DS,2013.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,66.0,5.0,,,
15621,Rugby Union Team Manager 2017,PC,2020.0,Simulation,Alternative Software,0.0,0.02,0.0,0.0,0.02,,,,,
15622,Chuck E. Cheeses Super Collection,Wii,2015.0,Action,UFO Interactive,0.02,0.0,0.0,0.0,0.02,,,,,E
15623,Uchuu Keiji Tamashii: The Space Sheriff Spirits,PS2,2010.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15624,4 Play Collection - Dark Mysteries,PC,2018.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,,,,
15625,Mount & Blade Collection,PC,2016.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,,,,,
15626,Car Battler Joe,GBA,2005.0,Role-Playing,Victor Interactive,0.01,0.01,0.0,0.0,0.02,77.0,11.0,,,E
15627,Ridge Racer Unbounded,PC,2016.0,Racing,Namco Bandai Games,0.0,0.02,0.0,0.0,0.02,72.0,9.0,6.0,83.0,T
15628,Crime Scene,DS,2013.0,Adventure,Nobilis,0.0,0.02,0.0,0.0,0.02,54.0,7.0,,,M
15629,StormLover Karen!!,PSP,2015.0,Adventure,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15630,Digimon Rumble Arena 2,X,2008.0,Fighting,Atari,0.01,0.0,0.0,0.0,0.02,65.0,8.0,8.8,4.0,T
15631,Steins;Gate: Hiyoku Renri no Darling,PS3,2016.0,Adventure,5p,0.0,0.0,0.02,0.0,0.02,,,,,
15632,Ten Pin Alley 2,Wii,2012.0,Sports,XS Games,0.02,0.0,0.0,0.0,0.02,30.0,4.0,,,E
15633,Garfield Gets Real,DS,2013.0,Action,Zushi Games,0.0,0.02,0.0,0.0,0.02,39.0,4.0,,,E
15634,Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai All-Star Special,PS3,2019.0,Action,Arc System Works,0.0,0.0,0.02,0.0,0.02,,,,,
15635,Coded Soul: Uke Keigareshi Idea,PSP,2012.0,Role-Playing,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15636,Lovely x Cation 1 & 2,PSV,2019.0,Action,5p,0.0,0.0,0.02,0.0,0.02,,,,,
15637,AIR,PSP,2011.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,
15638,Hana to Otome ni Shukufuku o: Harekaze no Okurimono,PS2,2014.0,Adventure,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15639,Azure Striker Gunvolt: Striker Pack,3DS,2020.0,Action,Inti Creates,0.0,0.0,0.02,0.0,0.02,,,,,T
15640,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,PS3,2019.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15641,Virtua Pro Football,PS2,2010.0,Sports,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15642,Date-A-Live Twin Edition: Rio Reincarnation,PSV,2019.0,Action,Compile Heart,0.0,0.0,0.02,0.0,0.02,,,,,
15643,Natsuiro High School: Seishun Hakusho,PS4,2019.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15644,Adidas Power Soccer 98,PS,2002.0,Sports,Psygnosis,0.01,0.01,0.0,0.0,0.02,,,,,
15645,Yu-Gi-Oh! 5Ds Wheelie Breakers (JP sales),Wii,2013.0,Racing,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15646,Heroes VS,PSP,2017.0,Fighting,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15647,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2020.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15648,Mini Ninjas,PC,2013.0,Action,Eidos Interactive,0.0,0.02,0.0,0.0,0.02,74.0,14.0,8.3,78.0,E10+
15649,Super Fruit Fall,Wii,2010.0,Puzzle,System 3 Arcade Software,0.01,0.0,0.0,0.0,0.02,,,,,E
15650,Sotsugyou II: Neo Generation Special,3DO,1999.0,Simulation,Imageworks,0.0,0.0,0.02,0.0,0.02,,,,,
15651,Kazoku Keikaku,PSP,2014.0,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02,,,,,
15652,Jelly Belly: Ballistic Beans,Wii,2013.0,Puzzle,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,,,,,E
15653,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PC,2013.0,Shooter,Activision,0.02,0.0,0.0,0.0,0.02,,,,,
15654,Army Rescue,Wii,2013.0,Shooter,UFO Interactive,0.02,0.0,0.0,0.0,0.02,,,,,E
15655,Tom Clancys Splinter Cell Classic Trilogy HD,PS3,2015.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,67.0,21.0,6.8,29.0,M
15656,Dark Tales: Edgar Allan Poes The Premature Burial,PC,2016.0,Puzzle,Focus Multimedia,0.0,0.02,0.0,0.0,0.02,,,,,
15657,UFO: Trilogy,PC,2011.0,Strategy,Unknown,0.0,0.02,0.0,0.0,0.02,,,,,
15658,Mount & Blade: Warband,PC,2014.0,Role-Playing,Paradox Interactive,0.01,0.01,0.0,0.0,0.02,,,,,
15659,Aoishiro,PS2,2012.0,Adventure,Success,0.0,0.0,0.02,0.0,0.02,,,,,
15660,Virtual Kasparov,GBA,2006.0,Strategy,Titus,0.01,0.01,0.0,0.0,0.02,70.0,6.0,,,E
15661,Worldwide Soccer Manager 2007,PC,2010.0,Sports,Sega,0.0,0.02,0.0,0.0,0.02,87.0,17.0,,,E
15662,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,X,2009.0,Platform,Global Star,0.01,0.0,0.0,0.0,0.02,57.0,6.0,,,E10+
15663,Prince of Stride,PSV,2019.0,Adventure,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,
15664,PC Engine Best Collection: Tengai Makyou Collection,PSP,2012.0,Role-Playing,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,,,,
15665,Speed Kings,GC,2007.0,Racing,Acclaim Entertainment,0.01,0.0,0.0,0.0,0.02,59.0,9.0,,,E
15666,Wand of Fortune R,PSV,2020.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15667,ESPN MLS ExtraTime 2002,X,2006.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,68.0,6.0,,,E
15668,Crysis: Warhead,PC,2012.0,Shooter,Electronic Arts,0.0,0.02,0.0,0.0,0.02,84.0,56.0,7.9,519.0,M
15669,The Sims 2: Family Fun Stuff,PC,2010.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.02,,,4.1,10.0,T
15670,Zettai Meikyuu Grimm: Nanatsu no Kagi to Rakuen no Otome,PSP,2014.0,Misc,Karin Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15671,Kamen Rider: Battride War II,WiiU,2018.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15672,Dreamer Series: Horse Trainer,DS,2012.0,Simulation,DreamCatcher Interactive,0.02,0.0,0.0,0.0,0.02,,,,,
15673,Hogs of War,PS,2004.0,Strategy,Infogrames,0.01,0.01,0.0,0.0,0.02,62.0,10.0,8.7,32.0,T
15674,Still Life 2,PC,2013.0,Adventure,Rondomedia,0.0,0.02,0.0,0.0,0.02,67.0,15.0,5.7,54.0,M
15675,Katekyoo Hitman Reborn! Dream Hyper Battle!,PS2,2011.0,Fighting,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15676,Muchi Muchi Pork & Pink Sweets,X360,2015.0,Shooter,Cave,0.0,0.0,0.02,0.0,0.02,,,,,
15677,The Crew: Wild Run,XOne,2019.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,65.0,5.0,6.6,21.0,T
15678,Vietcong,PC,2007.0,Shooter,Gathering of Developers,0.0,0.02,0.0,0.0,0.02,74.0,22.0,8.7,76.0,T
15679,Trapped Dead,PC,2015.0,Strategy,Iceberg Interactive,0.0,0.02,0.0,0.0,0.02,50.0,14.0,4.7,57.0,
15680,Meiji Toukyou Renka,PSP,2017.0,Adventure,Broccoli,0.0,0.0,0.02,0.0,0.02,,,,,
15681,Point Blank 3,PS,2004.0,Shooter,Namco Bandai Games,0.01,0.01,0.0,0.0,0.02,78.0,5.0,8.4,5.0,T
15682,Mushihimesama,X360,2016.0,Action,Cave,0.0,0.0,0.02,0.0,0.02,,,,,
15683,Higurashi no Naku Koro ni: Jan,PSP,2013.0,Misc,AQ Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15684,Soukoku no Kusabi: Hiiro no Kakera 3 - Ashita e no Tobira,PSP,2016.0,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15685,Triggerheart Excelica Enhanced,PS2,2013.0,Shooter,Alchemist,0.0,0.0,0.02,0.0,0.02,,,,,
15686,Elvandia Story,PS2,2011.0,Role-Playing,Spike,0.0,0.0,0.02,0.0,0.02,,,,,
15687,Kings Quest: The Complete Collection,X360,2020.0,Adventure,Activision,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15688,Battle Spirits: Kiseki no Hasha,PSP,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15689,Puzzle Star Sweep,PS,2001.0,Puzzle,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,
15690,Maximum Racing: Crash Car Racer,Wii,2014.0,Racing,Nordic Games,0.01,0.01,0.0,0.0,0.02,,,,,E
15691,Pillars of Eternity,PC,2018.0,Role-Playing,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,89.0,71.0,8.3,2200.0,M
15692,The Conveni 4,PS2,2010.0,Simulation,Hamster Corporation,0.0,0.0,0.02,0.0,0.02,,,,,
15693,Charlies Angels,GC,2007.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,23.0,21.0,3.3,23.0,T
15694,The Cheetah Girls,GBA,2010.0,Misc,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02,,,,,E
15695,The Testament of Sherlock Holmes,X360,2016.0,Adventure,Focus Home Interactive,0.0,0.02,0.0,0.0,0.02,64.0,24.0,7.6,30.0,M
15696,uDraw Studio: Instant Artist,X360,2015.0,Misc,THQ,0.01,0.01,0.0,0.0,0.02,54.0,5.0,5.7,6.0,E
15697,Starship Troopers,PC,2009.0,Shooter,Empire Interactive,0.0,0.02,0.0,0.0,0.02,46.0,18.0,6.1,29.0,M
15698,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2020.0,Action,dramatic create,0.0,0.0,0.02,0.0,0.02,,,,,
15699,Seitokai no Ichizon: DS-suru Seitokai,DS,2014.0,Adventure,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,
15700,7 Roses: A Darkness Rises,PC,2019.0,Misc,Avanquest Software,0.0,0.02,0.0,0.0,0.02,,,,,
15701,Teenage Mutant Ninja Turtles Double Pack,GBA,2010.0,Action,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,,,,,
15702,Prism Ark: Awake,PS2,2012.0,Adventure,5p,0.0,0.0,0.02,0.0,0.02,,,,,
15703,Disney Infinity,PSV,2017.0,Action,Disney Interactive Studios,0.01,0.0,0.0,0.0,0.02,,,,,
15704,Winter Blast: 9 Snow & Ice Games,Wii,2014.0,Sports,Destineer,0.02,0.0,0.0,0.0,0.02,,,,,
15705,Rozen Maiden: Duellwalzer,PS2,2010.0,Adventure,Taito,0.0,0.0,0.02,0.0,0.02,,,,,
15706,Rugby 06,X,2010.0,Sports,Electronic Arts,0.01,0.0,0.0,0.0,0.02,76.0,18.0,,,
15707,Natsuiro High School: Seishun Hakusho,PS3,2019.0,Action,D3Publisher,0.0,0.0,0.02,0.0,0.02,,,,,
15708,Marvel Avengers: Battle for Earth,X360,2016.0,Action,Ubisoft,0.02,0.0,0.0,0.0,0.02,62.0,11.0,7.3,12.0,T
15709,Shrek / Shark Tale Game Boy Advance Video,GBA,2010.0,Misc,Hasbro Interactive,0.01,0.0,0.0,0.0,0.02,,,,,
15710,Urban Chaos: Riot Response,X,2010.0,Shooter,Eidos Interactive,0.01,0.0,0.0,0.0,0.02,72.0,34.0,8.6,9.0,M
15711,Ginga Fukei Densetsu: Sapphire,TG16,1999.0,Shooter,Hudson Soft,0.0,0.0,0.02,0.0,0.02,,,,,
15712,This War of Mine,PS4,2020.0,Action,Deep Silver,0.0,0.02,0.0,0.0,0.02,,,,,
15713,Katekyoo Hitman Reborn!! Lets Ansatsu!? Nerawareta 10 Daime!,PS2,2011.0,Action,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15714,The Mummy,GBA,2006.0,Action,Ubisoft,0.01,0.0,0.0,0.0,0.02,72.0,6.0,,,E
15715,Guitar Freaks V3 & DrumMania V3,PS2,2011.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15716,The Crew: Wild Run,PC,2019.0,Action,Ubisoft,0.0,0.02,0.0,0.0,0.02,74.0,6.0,7.4,41.0,T
15717,Chrysler Classic Racing,DS,2012.0,Racing,Zoo Games,0.02,0.0,0.0,0.0,0.02,,,,,E
15718,The Crow: City of Angels,PS,2001.0,Action,Acclaim Entertainment,0.01,0.01,0.0,0.0,0.02,,,,,
15719,Military History: Commander - Europe at War,PSP,2013.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.01,0.02,,,,,
15720,Heroes of the Pacific,PC,2009.0,Simulation,Codemasters,0.0,0.02,0.0,0.0,0.02,76.0,18.0,6.7,19.0,T
15721,Snow Portable,PSP,2011.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,
15722,Poyo Poyo Kansatsu Nikki,3DS,2016.0,Action,IE Institute,0.0,0.0,0.02,0.0,0.02,,,,,
15723,Bakumatsu Rock: Ultra Soul,PSV,2018.0,Misc,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,,,,,
15724,Jinsei Game DS,DS,2010.0,Misc,Atlus,0.0,0.0,0.02,0.0,0.02,,,,,
15725,Guitar Freaks & DrumMania: Masterpiece Gold,PS2,2011.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15726,Broken Sword: The Sleeping Dragon,X,2007.0,Adventure,THQ,0.01,0.0,0.0,0.0,0.02,77.0,24.0,8.3,12.0,T
15727,Darksiders,PS3,2014.0,Action,THQ,0.01,0.0,0.0,0.0,0.02,82.0,73.0,7.9,321.0,M
15728,Reversal Challenge,DS,2013.0,Misc,Tommo,0.02,0.0,0.0,0.0,0.02,,,,,E
15729,Tycoon City: New York,PC,2010.0,Strategy,Atari,0.0,0.02,0.0,0.0,0.02,67.0,30.0,8.3,4.0,T
15730,Miyako,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15731,Motto NUGA-CEL!,PSP,2014.0,Adventure,Idea Factory,0.0,0.0,0.02,0.0,0.02,,,,,
15732,Chili Con Carnage,PSP,2011.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.02,74.0,37.0,7.9,14.0,M
15733,NHL 09,PC,2012.0,Sports,Electronic Arts,0.0,0.02,0.0,0.0,0.02,62.0,6.0,4.1,30.0,E10+
15734,Yu-Gi-Oh! GX: The Beginning of Destiny (JP sales),PS2,2011.0,Strategy,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,,,,,
15735,Super Dodge Ball,NG,1999.0,Sports,Technos Japan Corporation,0.0,0.0,0.02,0.0,0.02,,,,,
15736,11eyes: CrossOver,PSP,2014.0,Adventure,5p,0.0,0.0,0.02,0.0,0.02,,,,,
15737,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2020.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15738,Gon: BakuBakuBakuBaku Adventure,3DS,2016.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15739,Style Book: Junior City,DS,2010.0,Misc,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15740,Atlantic Quest,PC,2015.0,Puzzle,Avanquest,0.0,0.02,0.0,0.0,0.02,,,,,
15741,Earth Seeker,Wii,2015.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.02,0.0,0.02,,,,,
15742,"Warhammer 40,000: Dawn of War: Soulstorm",PC,2012.0,Strategy,THQ,0.0,0.02,0.0,0.0,0.02,,,,,
15743,Thomas & Friends: Hero of the Rails,Wii,2014.0,Misc,Unknown,0.0,0.01,0.0,0.0,0.02,,,,,
15744,Grisaia no Rakuen: Le Eden de la Grisaia,PSV,2018.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,
15745,Abunai: Koi no Sousa Shitsu,PSV,2019.0,Action,Asgard,0.0,0.0,0.02,0.0,0.02,,,,,
15746,PopCap Hits!,X360,2015.0,Misc,PopCap Games,0.0,0.02,0.0,0.0,0.02,,,,,
15747,Barbie as the Princess and the Pauper,GBA,2008.0,Adventure,Vivendi Games,0.01,0.0,0.0,0.0,0.02,,,,,E
15748,Tantei Opera: Milky Holmes,PSP,2014.0,Adventure,Unknown,0.0,0.0,0.02,0.0,0.02,,,,,
15749,New Atelier Rorona: Hajimari no Monogatari,3DS,2019.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15750,Entaku no Seito: The Eternal Legend,PSP,2016.0,Role-Playing,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,,,,,
15751,Rainbow Islands Revolution,DS,2009.0,Platform,Rising Star Games,0.01,0.0,0.0,0.0,0.02,54.0,19.0,,,E
15752,WorldShift,PC,2013.0,Strategy,Playlogic Game Factory,0.02,0.0,0.0,0.0,0.02,63.0,9.0,8.1,8.0,T
15753,My Hero: Doctor,DS,2013.0,Action,Majesco Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,E10+
15754,Dynasty Warriors: Eiketsuden,PSV,2020.0,Action,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15755,Sega Ages 2500 Series Vol. 29: Monster World Complete Collection,PS2,2011.0,Role-Playing,Sega,0.0,0.0,0.02,0.0,0.02,,,,,
15756,Monster High: New Ghoul in School,Wii,2019.0,Action,Little Orbit,0.0,0.02,0.0,0.0,0.02,,,,,E
15757,Cabelas Alaskan Adventure,PS2,2010.0,Sports,Activision,0.01,0.01,0.0,0.0,0.02,,,,,
15758,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2014.0,Action,Takara Tomy,0.0,0.0,0.02,0.0,0.02,,,,,
15759,Elf Bowling 1 & 2,DS,2009.0,Sports,Ignition Entertainment,0.02,0.0,0.0,0.0,0.02,,,,,
15760,Agatha Christies The ABC Murders,XOne,2020.0,Adventure,Microids,0.01,0.0,0.0,0.0,0.02,66.0,7.0,7.5,8.0,
15761,Germanys Next Topmodel 2011,Wii,2015.0,Simulation,7G//AMES,0.0,0.02,0.0,0.0,0.02,,,,,
15762,Arabians Lost: The Engagement on Desert,PS2,2011.0,Adventure,Prototype,0.0,0.0,0.02,0.0,0.02,,,,,
15763,Heavy Fire: Afghanistan,PC,2015.0,Shooter,Mastiff,0.02,0.0,0.0,0.0,0.02,,,3.2,5.0,
15764,Legendary,PC,2012.0,Shooter,Atari,0.0,0.01,0.0,0.0,0.02,50.0,23.0,6.6,104.0,M
15765,Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen,DS,2014.0,Simulation,Square Enix,0.0,0.0,0.02,0.0,0.02,,,,,
15766,Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi,PS2,2014.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15767,Gakken DS: Shin TOEIC Test Kanzen Kouryaku,DS,2011.0,Misc,Gakken,0.0,0.0,0.02,0.0,0.02,,,,,
15768,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2014.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
15769,Puzzle Guzzle,PSP,2011.0,Puzzle,DHM Interactive,0.02,0.0,0.0,0.0,0.02,65.0,12.0,,,E
15770,Starry ? Sky: After Summer,PSP,2017.0,Misc,Asgard,0.0,0.0,0.02,0.0,0.02,,,,,
15771,ESPN NFL Primetime 2002,X,2006.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.02,57.0,10.0,,,E
15772,Gallop Racer Inbreed,PS2,2010.0,Sports,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,,,,,
15773,Crows: Burning Edge,PS4,2020.0,Action,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,,,,,
